Câu hỏi ,Trả lời,Pattern
Sinh viên có thể tự đăng ký học môn thay thế thuộc bộ môn CSKTĐ hay không?,"Môn học thay thế chỉ được thay thế khi có xác nhận của ban chủ nhiệm bộ môn sau khi đã xem xét số tín chỉ, nội dung môn học có tương đương hay không",
Sinh viên học ngành công nghệ kỹ thuật Điện-Điện Tử (Điện công nghiệp) muốn về làm công tác ở các công ty tư vấn thiết kế điện thì phải học và bổ sung những môn học và kiến thức gì?,"Các em nên học chuyên sâu hơn các kiến thức về: Máy điện, an toàn điện, Hệ thống điện, Cung cấp điện, hệ thống thu thập dữ liệu và điều khiển, CAD trong kỹ thuật điện nâng cao, giải tích mạng điện và mô phỏng trên máy tính,  Ngoài ra, các em có thể tìm hiểu thêm các thông tin: Quy phạm trang  bị điện, Quy trình kỹ thuật an toàn điện, Luật điện lực 2012, thông tư 32 BCT, các tiêu chuẩn về thiết kế mạng điện động lực, hệ thống điện nhẹ, PCCC, Auto CAD, đọc nhiều thêm các Catalog thiết bị điện, đóng cắt và bảo vệ của các công ty ABB, Schneider, LS, Mitsubishi, …",
"Em rất thích học môn Điện tử công suất và Điện tử cơ bản vì nó có nhiều ứng dụng thực tế, em có nguyện vọng làm TA cho các thầy cô dạy hai môn này","Cảm ơn em đã quan tâm đến vấn đề này. Nếu em có điểm trung bình hai môn học ĐTCS và ĐTCB lớn hơn 8.0 và điểm trung bình tích luỹ trên 7.0, thì đầu HK mới em liên hệ bộ môn để được giới thiệu làm TA nhé",
"Thời gian thực tập tốt nghiệp chỉ có 2 tuần lễ, như vậy là có quá ngắn không? có nên cho thực tập thời gian khoảng 2 tháng thì mới có hiệu quả?",Thời gian thực tập theo chương trình 2 tuần lễ theo quy định của chương trình đào tạo. Nếu các em muốn thực tập thêm thì cần có sự đồng ý của quý cơ quan công ty cho phép thì các em có thể gặp chủ nhiệm bộ môn để xin giấy giới thiệu,
"Ngành CNKT Điện tử, Truyền thông bao gồm những chuyên ngành nào? Khi nào SV chọn chuyên ngành","Ngành CNKT Điện tử, Truyền thông bao gồm những chuyên ngành: Điện tử công nghiệp (Điện-Điện tử) và Điện tử-Viễn thông. SV ngành CNKT Điện tử, Truyền thông học chung trong 3 HK đầu của Chương trình đào tạo (CTĐT). Đến học kỳ (HK) thứ 4, SV sẽ được chọn chuyên ngành theo nguyện vọng của SV dưới sự tư vấn, định hướng của Trưởng ngành",
"Sinh viên ngành ngành CNKT Điện tử, Truyền thông, CNKT Máy tính nếu muốn đi thực tập hè tại các xí nghiệp có được không ?","SV có thể đi thực tập vào dịp hè (thời gian từ 2-4 tuần). SV liên hệ với Trưởng ngành để được tư vấn thêm về một số lĩnh vực liên quan đến thực tập và thư ký Khoa để xin giấy giới thiệu. Phần thực tập này giúp SV làm quen với thực tế và không tính điểm.Trong CTĐT, môn học Thực tập tốt nghiệp (TTTN) được bố trí vào học kỳ 8 (năm cuối) với thời gian từ 2-4 tuần. SV có thể tự chọn đơn vị TTTN phù hợp với ngành học hoặc được GV phụ trách hướng dẫn thực tập bố trí nơi TTTN cho SV.",
Học bổng đặc biệt của Khoa CLC xét như thế nào?,"Có kết quả học tập cao nhất lớp (từ 7,00 trở lên và không rớt môn nào);Không bị kỷ luật bất cứ hình thức nào, Không vi phạm nội quy của Khoa;Điểm rèn luyện từ loại Khá (70 điểm) trở lên;Tham gia hoạt động công tác xã hội (tập thể hoặc cá nhân)",
Tại sao SV Lớp CLC không được đăng ký học lại với lớp đại trà?,"Học phí học lại của SV lớp CLC khác lớp Đại trà;Học lại với lớp Đại trà sẽ không đảm bảo về cơ sở vật chất (không đầy đủ trang thiết bị; sĩ số đông…) Học lại với lớp đại trà chỉ ưu tiên cho SV năm cuối; SV ở học kỳ kéo dài. Các trường hợp khác, làm đơn trình Phòng ĐT xem xét và giải quyết",
Quy định về trang phục của SV Khoa CLC?,Áo sơ mi;Đeo bảng tên;Áo bỏ vào quầnMang giày hoặc sandal,
Kỹ sư Cơ Điện tử có thể làm việc ở đâu?,"Các công ty sản xuất, chế biến, kinh doanh có liên quan đến thiết bị tự động hóa, dây chuyền sản xuất, robot, CNC",
Sự khác nhau giữa 2 hướng sản phẩm Cơ Điện tử và Hệ thống Cơ Điện tử?,"Hướng hệ thống cơ điện tử tập trung vào các bài toán mô hình hóa, mô phỏng hệ thống các sản phẩm CĐT như robot, máy móc, thiết bị đo… Hướng sản phẩm CĐT là thiết kế chế tạo các sản phẩm CĐT.",
SV có thể chọn hướng chuyên ngành không?,"SV được quyền đăng ký chọn hướng chuyên ngành theo nguyện vọng. Căn cứ vào tình hình thực tế, Bộ môn và Khoa quyết định mở các hướng chuyên ngành. Trong một số trường hợp đặc biệt, để duy trì đủ số lượng SV cho một hướng chuyên ngành và đồng thời cũng để đáp ứng nhu cầu của xã hội, Bộ môn và Khoa quyết định điều chuyển một số SV từ hướng ngành này sang hướng khác theo một số tiêu chí nhất định.",
Điểm giảng viên công bố trên lớp và điểm trong bảng điểm (hoặc điểm trên mạng) không khớp nhau? ,Sinh viên liên hệ thư ký Khoa để xem lại bảng điểm gốc của Giảng viên nộp. Phòng Đào tạo và Khoa sẽ phối hợp để giải quyết khiếu nại điểm cho sinh viên nếu có sự không khớp nhau giữa điểm trong bảng điểm gốc của Giảng viên và điểm trên mạng.,
"Em đã làm đơn thay thế môn học ngành Cơ điện tử và thi đạt, tại sao trong bảng điểm môn học đó vẫn chưa đạt? ",Tất cả các môn học Sinh viên học đều được in trong bảng điểm. Với những môn học tương đương thì điểm lấy cao nhất trong các lần thi. Riêng các môn học làm đơn thay thế để xét tốt nghiệp sau này thì trong bảng điểm in toàn bộ các môn đã từng học.,
Điều kiện để đăng ký làm đồ án tốt nghiệp ngành Cơ điện tử?,Ngành Cơ điện tử: yêu cầu phải đạt môn Đồ án Cơ điện tử và tích lũy đủ số tín chỉ tối thiểu (165 tín chỉ với khối A và 185 tín chỉ với hệ SPKT).,
Sinh viên ngành Công nghệ thông tin có được thực tập ở doanh nghiệp không? ,"SV năm 4 Ngành Công nghệ thông tin hiện nay đã có thể đi thực tập tại FSOFT, TMA, CSC, Global Cybersoft…",
Chương trình CLC có khác gì với chương trình đại trà?,"Ngoài chương trình chính như đại trà,chương trình CLC là tăng cường thêm Anh văn 4 và Anh văn 5 (3TC/ môn) để nâng cao trình độ tiếng Anh cho sinh viên CLC. Điểm khác biệt ở chương trình CLC đó là đội ngũ giảng viên có kinh nghiệm giảng dạy, hệ thống cơ sở vật chất tốt hơn đại trà, sĩ số lớp ít nhằm đảm bảo việc giảng dạy hiệu quả hơn. Khoa thường xuyên mở các lớp ngoại khóa miễn phí hỗ trợ sinh viên học tập tốt hơn như :”Lập trình robot”, Matlap và ứng dụng”,…",
Sinh viên có được phép huỷ các môn học thực tập đã có trong thời khoá biểu cứng của sinh viên hay không?,Sinh viên được phép huỷ các môn học được phép huỷ các môn học thực tập (chưa học lý thuyết) đã có trong thời khoá biểu cứng của sinh viên. Sinh viên làm đơn xin huỷ nộp cho thư ký Khoa ĐT CLC trong thời gian cho phép đăng ký môn học,
Sinh viên CLC thi rớt môn học có được đăng ký học lại chung với hệ đại trà hay không ?,"Khi rớt môn, sinh viên CLC phải đăng ký học lại chung với sinh viên CLC những khóa sau, không được đăng ký học chung với đại trà. Tuy nhiên để giúp sinh viên có thể ra trường đúng hạn, trong học ký cuối và các học kỳ cuối kéo dài có thể cho phép sinh viên học chung với hệ đại trà để trả nợ. Nhưng đây là nguyện vọng của sinh viên, nhà trường không khuyến khích. Muốn học sinh viên phải đăng ký và có sự chấp thuận của khoa Đào tạo CLC, Phòng đào tạo và khoa quản chuyên môn",
Sinh viên học ngành Công nghệ In ra trường có thể làm việc tại đâu?,"Các em có thể làm việc tại các công ty in (Offset, Ống đồng, Flexo, Kỹ thuật số…) với nhiều vị trí làm việc: kỹ sư đứng máy, kỹ sư quản lý hệ thống, quản lý chất lượng. Các em cũng có thể làm tại các công ty sản xuất giấy, mực in và các vật tư khác của ngành in. Nếu đam mê thiết kế các em có thể làm tại các công ty chuyên về truyền thông, quảng cáo, thiết kế mẫu…. ",
Sinh viên ngành In nếu muốn đi thực tập hè tại các xí nghiệp có được không?,"Nếu muốn các em có thể đi thực tập vào dịp hè (thời gian từ 2-4 tuần). Tuy nhiên, các em bắt buộc phải tuân thủ nội quy của xí nghiệp và phải nộp giấy xác nhận đã hoàn tất đợt thực tập có chữ ký của người phụ trách xí nghiệp về cho khoa",
Ngành CN CTM khác với ngành CNKTCK như thế nào?,"Ngành CTM sẽ học chuyên về quá trình gia công, gá đặt các chi tiết, kết cấu chung của máy. Ngành CNKTCK sẽ học chuyên về quá trình gia công tự động (CAD/CAM-CNC) và các lĩnh vực liên quan đến gia công tự động như: Khuôn mẫu, công nghệ vật liệu,…",
"Trong chương trình ngành CTM, khối kiến thực về tự động hóa được giảng dạy ở những môn học nào?","Khối kiến thực về tự động hóa được giảng dạy ở các môn như: Công nghệ thủy lực – khí nén, Máy và hệ thống điều khiển số, Trang bị điện - Điện tử trong máy công nghiệp, Tự động hoá quá trình sản xuất,…",
"Với DATN ngành CNKTCK, SV nên chọn những lĩnh vực nào để thực hiện?","Với DATN, SV có thể liên hệ với các GV dạy các môn chuyên ngành hoặc Trưởng ngành để được hướng dẫn. Tuy nhiên, các hướng đề tài sau được khuyến khích thực hiện: Công nghệ CAD/CAM-CNC, Công nghệ khuôn mẫu, Hệ thống tự động, Thiết kế - chế tạo máy,…",
"Trong chương trình ngành CNKTCK, GV dạy các môn thiết kế thường sử dụng phần mềm Creo, nhưng em muốn sử dụng phần mềm khác có được hay không ?","Trong chương trình, quá trình thiết kế, SV có thể sử dụng bất cứ phần mềm CAD nào, như: Solidworks, Inventor, Catia,… Tuy nhiên, khi giảng dạy các kiến thức về lập trình gia công, các GV thường dùng phần mềm Creo. Do đó, nếu SV đã sử dụng phần mềm khác để thiết kế 3D, SV sẽ phải chuyển file thiết kế sang phần mềm Creo để thực hiện bước lập trình gia công",
Điều kiện để được thực tập và bảo vệ khoá luận sớm của sinh viên ngành kinh tế?,"Điều kiện thực tập sớm: hoàn thành 85% tổng số tín chỉ. Điều kiện bảo vệ khoá luận sớm: thoả mãn đồng thời các điều kiện sau: Không còn nợ môn nào, điểm trung bình các môn từ 6.5 trở lên tính cho 7 học kỳ, điểm báo cáo thực tập từ 7 điểm trở lên, tổng số sinh viên bảo vệ khoá luận sớm phải đủ để thành lập hội đồng (5SV trở lên).Các điều kiện trên có thể thay đổi theo từng năm",
SV CLC có nguyện vọng học song song hai bằng đại học thì có thể học bằng còn lại chung với lớp đại trà hay không?,"Điều kiện để được học song song hai bằng đại học: thực hiện theo quy định nhà nước. Nếu thoả mãn các điều kiện đó thì đối với bằng 2, sinh viên có thể học chung với lớp đại trà",
Sinh viên ngành công nghệ môi trường khác như thế nào so với sinh viên ngành khoa học môi trường?,"Khoa học môi trường là ngành khoa học nghiên cứu mối quan hệ và tương tác qua lại giữa con người và môi trường xung quanh nhằm mục đích bảo vệ môi trường sống của con người trên trái đất. Còn công nghệ kỹ thuật môi trường đào tạo những kỹ sư có khả năng thiết kế và vận hành, sử dụng, bảo trì các thiết bị, dụng cụ đo kiểm soát môi trường, các hệ thống thiết bị công nghệ xử lý môi trường; thống kê, quản lý, xây dựng, thẩm định các dự án về môi trường",
Sao ngành công nghệ môi trường không phân chuyên ngành cụ thể như bên quản lý/bên kỹ thuật để học chuyên sâu hơn ?,"Hiện nay CTĐT của ngành môi trường là Công nghệ Kỹ thuật môi trường, và Sinh viên sau khi tốt nghiệp sẽ trở thành những Kỹ sư CNKTMT, tuy nhiên có một vài bạn mong muốn làm việc trong các lĩnh vực về quản lý môi trường vì vậy Bộ môn cho phép các SV này là đề tài theo hướng quản lý nhằm đáp ứng yêu cầu công việc trong tương lai. Trong vài năm tới, Khoa quản ngành sẽ mở thêm ngành đào tạo về Quản lý Tài nguyên và môi trường để đáp ứng nhu cầu của xã hội cũng như nguyện vọng của Sinh viên. ",
Cơ hội việc làm sau khi tốt nghiệp ngành công nghệ kỹ thuật môi trường ?,"nhu cầu nguồn nhân lực được đào tạo các chuyên ngành tài nguyên và môi trường bổ sung lực lượng công chức, viên chức đang công tác đơn vị quản lý nhà nước, đơn vị sự nghiệp giai đoạn 2011 - 2015 lên đến 45.000 người. Nhu cầu nguồn lực tại môi trường doanh nghiệp trong giai đoạn 2012-2015 là 30.000 người. Giai đoạn 2016-2020 tiếp tục mở rộng và nâng cao chất lượng nguốn nhân lực này cho tất cả các lĩnh vực",
Ngành công nghê môi trường có những thế mạnh nào?,"Ngày nay, môi trường không còn là vấn đề của một địa phương hay một quốc gia nào nữa mà đã trở thành mối quan tâm chung của toàn nhân loại, một vấn đề toàn cầu. Chính vì vậy, ngành môi trường luôn là sự lựa chọn của rất nhiều thí sinh trong các mùa tuyển sinh gần đây",
Nữ học ngành công nghệ môi trường có hợp không? Và khó khăn như thế nào khi nữ học ngành môi trường? Làm sao để phát huy thế mạnh của nữ trong ngành môi trường.,"Ngành Môi trường phù hợp với tất cả các bạn cả nam lẫn nữ. Không riêng gì ngành Môi trường mà ngành nào cũng vậy, việc học rất vất vả, có như vậy các bạn mới đạt được thành quả cao. Là nữ giới, đức tính nhẫn nại, chịu khó và mềm mỏng trong xử lý công việc sẽ là thế mạnh cho các em trong các mảng công việc như làm Thiết kế, làm Đánh giá tác động Môi trường, làm HSE, làm tại các cơ quan nhà nước chuyên trách về Môi trường... ",
Ngành công nghệ môi trường của trường có bậc đào tạo cao đẳng không ?,"Hiện tại, trường không có đào tạo bậc cao đẳng ngành công nghệ môi trường. ",
"Làm sao để em có thể học tốt các môn cơ sở ngành CNMT (vì nó là môn học nền tảng) với khối lượng kiến thức khá nhiều?  ""Có quá nhiều thứ phải ghi nhớ"" ","Hệ thống lại những gì đã học. Bạn sẽ nhớ lại những kiến thức đã học tốt hơn, có hệ thống hơn nếu chúng được trình bày trong một dàn ý có tổ chức. Có nhiều cách có thể giúp bạn hệ thống tổ chức một lượng kiến thức mới, chúng bao gồm những cách sau: Lập dàn ý hay làm tóm tắt, chú trọng vào quan hệ giữa các phần các chương; Nhóm các ý thành từng nhóm, từng mục một nếu có thể; Lập sơ đồ tư duy",
Tại sao ngành CNMT phải học vật lý đại cương?,"Vật lý đại cương A1 trang bị cho sinh viên các kiến thức vật lý cơ bản về cơ học, nhiệt động lực, điện và từ nhằm mục đích ứng dụng trong khoa học kỹ thuật chuyên ngành sau này. Vật lý đại cương A2 trang  bị cho  sinh  viên  các  kiến  thức  vật  lý  cơ bản  về lý  thuyết  tương  đối Einstein, quang học, vật lý lượng tử, nhằm mục đích ứng dụng trong khoa học kỹ thuật chuyên ngành sau này.  Phần thực hành là môn học bổ sung cho sinh viên những kiến thức về bản chất các hiện tượng vật lý xảy ra trong thực tế cuộc sống, rèn luyện cho các kỹ sư tương lai kỹ năng đo lường và tính toán.",
Cách tìm kiếm tài liệu?,"Có rất nhiều nguồn để tìm kiếm tài liệu. Chẳng hạn là trong thư viện, tài liệu do giáo viên phát, trên mạng, trên các trang web chuyên ngành, các bài báo bằng tiếng việt, tiếng anh… ",
Ngành công nghệ môi trường đào tạo những nội dung gì?,"Kỹ sư ngành Công nghệ kỹ thuật Môi trường (CNKTMT) đào tạo khối kiến thức về đại cương (Toàn, lý, hóa…), khối kiến thức cơ sở ngành (Môi trường đại cương, Quá trình thiết bị, Vi sinh môi trường, Hóa phân tích môi trường…) làm nền tảng cho khối kiến thức chuyên ngành (Kỹ thuật xử lý nước cấp, nước thải, không khí, chất thải rắn, quản lý chất lượng môi trường…) nhằm giúp các bạn có khả năng nhận biết, phân tích, giải quyết vấn đề và đề xuất các giải pháp, có năng lực thiết kế, xây dựng và quản lý các hệ thống xử lý chất thải.",
Học ngành công nghệ môi trường sinh viên sẽ được học những môn/kỹ năng gì?,"Sinh viên ngành công nghệ môi trường sẽ được đào tạo kỹ năng trong suốt quá trình học đại học thông qua hoạt động trong từng môn học như: Khả năng điều hành và làm việc nhóm.Khả năng giao tiếp bằng văn bản, phương tiện điện tử, thuyết trình, đàm phán. Khả năng giao tiếp bằng ngoại ngữ.",
Điều kiện để sinh viên được làm luận văn tốt nghiệp ngành Công nghệ môi trường?,"Cho đến thời điểm này, tất cả sinh viên ngành công nghệ môi trường nếu đến thời điểm làm luận văn có tổng số tín chỉ tích lũy đủ theo Quy chế 43 đều được Khoa cho thực hiện luận văn tốt nghiệp",
Có thể đăng ký học môn Vật liệu Xây dựng và môn Thực tập Vật liệu Xây Dựng cùng lúc được không?,Môn Vật liệu Xây dựng là môn lý thuyết học trước nên thường phải học trước môn Thực tập Vật liệu Xây Dựng. Nhưng nếu nỗ lực thì sinh viên cũng có thể đăng ký hai môn cùng lúc.,
"Khoa có tổ chức dạy bồi dưỡng, phụ đạo không?","Học đại học không còn khái niệm phụ đạo, việc tự học của sinh viên là quan trọng.Ngoài ra, trường hợp GV có sử dụng trợ lý giảng dạy có thể sẽ bố trí thêm 1 số buổi tư vấn.",
Tại sao nhà trường không tạo diều kiện cho sinh viên được làm việc trong các công ty ngay từ năm nhất?,Sinh viên có thể tham gia vào các công trình xây dựng dưới dạng tự do nhưng phải đảm bảo được thời gian học. Khoa không có khả năng xin cho các bạn đi làm. Để có kinh nghiệm thì sinh viên cần học lý thuyết kết hợp với những kiến thức thực tế. Trong kỳ thực tập tốt nghiệp là cơ hội cho SV tích lũy kinh nghiệm về thi công và thiết kế.,
Ngành Công nghệ in gồm mấy chuyên ngành?,"SV học ngành Công nghệ in đến hết năm thứ 3 sẽ được Khoa xem xét sắp xếp học chuyên ngành chuyên sâu theo nguyện vọng. Hiện tại, hướng đào tạo ngành Công nghệ in đến năm 3 sẽ chia thành 3 chuyên ngành: trước in, in và sau in",
Sỉ số bao nhiêu để chia được chuyên ngành?,Tối thiếu 20 SV.,
Học chuyên ngành Trước in (Chế bản) thì phải học những môn nào? Ra trường làm gì?,"SV học chuyên ngành Chế bản sẽ phải học các môn sau: Quản trị màu, Kiểm tra và xử lý dữ liệu, Kỹ thuật bình trang điện tử, Thực tập theo chuyên ngành trước in 1, Thực tập theo chuyên ngành trước in 2, Thực tập theo chuyên ngành trước in 3, Thực tập tốt nghiệp trước in",
Học chuyên ngành In thì phải học những môn học nào? Ra trường làm gì?,"SV học chuyên ngành In sẽ phải học các môn sau: Công nghệ In Offset, Công nghệ In bào bì, Công nghệ in Kỹ thuật số, Thực tập theo chuyên ngành in 1, Thực tập theo chuyên ngành in 2, Thực tập theo chuyên ngành in 3, Thực tập tốt nghiệp in",
Học chuyên ngành Sau in (Công nghệ bao bì) thì phải học những môn học nào? Ra trường làm gì?,"SV học chuyên ngành Sau in (Công nghệ bao bì) sẽ phải học các môn sau: Công nghệ gia tăng giá trị tờ in, Công nghệ thành phẩm sách và văn hóa phẩm, Thiết kế cấu trúc và thành phẩm bao bì, Thực tập theo chuyên ngành sau in 1, Thực tập theo chuyên ngành sau in 2, Thực tập theo chuyên ngành sau in 3, Thực tập tốt nghiệp sau in",
"Muốn xin xác nhận của Khoa để xin học bổng của địa phương, của cơ quan Ba Mẹ thì làm như thế nào?","Sinh viên làm đơn theo mẫu của địa phương hoặc cơ quan của Ba, Mẹ. Gởi Văn phòng Khoa để được trình ký xác nhận SV",
"Làm thế nào để có thể tốt nghiệp sớm trước thời hạn nếu các môn học thực tập, thí nghiệm không được phép đăng ký học vượt?","Không nợ môn học (theo Chương trình đào tạo) tính đến thời điểm xin đăng ký học vượt và có điểm trung bình chung tích lũy > 7,5. SV đủ điều kiện trên làm đơn gửi Bộ môn và Khoa phê duyệt (kèm theo bảng điểm). Khoa sẽ tổng hợp danh sách chuyển Phòng Đào tạo xử lý đăng ký bằng tay cho SV.",
Sinh viên có được hủy môn học thực tập và thí nghiệm không?,"Không hủy được, vì sẽ ảnh hưởng đến kế hoạch học tập của các SV khác trong nhóm, ngoại trừ các trường hợp sau:Sinh viên đã hoàn tất môn học (nhưng do có sự nhầm lẫn trong hệ thống): SV liên hệ với phòng Đào tạo để được huỷ. Có lý do rất chính đáng. SV làm đơn có sự cho phép hủy môn học của Bộ môn quản ngành, Bộ môn quản môn học và trình khoa xem xét cụ thể từng trường hợp.",
"Sinh viên có quyền chọn môn trong danh sách các môn tự chọn hay là Bộ môn chọn sẵn? Nếu học rớt môn tự chọn này, SV có được quyền học môn tự chọn khác hay là phải học môn đó cho đến khi đạt?",Sinh viên được quyền chọn môn học nếu như môn học đó có mở lớp trong học kỳ. SV được chọn môn học tự chọn khác để học nếu rớt môn tự chọn trước đó miễn sao tích lũy đủ số tín chỉ của các môn tự chọn.,
Điều kiện nào để được đăng ký Thực tập tốt nghiệp?,Sinh viên đã hoàn tất năm 3 trở đi có thể đăng ký Thực tập tốt nghiệp trong học kỳ chính thức hoặc học kỳ hè (liên hệ đăng ký với Bộ môn quản ngành vào tuần đầu mỗi học kỳ).,
Điều kiện để làm đồ án Công nghệ Chế tạo máy? Làm sao để đăng ký môn Đồ án Công Nghệ Chế Tạo Máy?,"Đồ án CNCTM không đăng ký online mà đăng ký trực tiếp tại bộ môn. Vào đầu học kỳ làm đồ án, SV theo dõi thông báo thời gian đăng ký đồ án CNCTM trên website Bộ môn CNCTM:  https://sites.google.com/site/bomoncnctm/ hoặc một số kênh thông tin khác (VD: facebook thầy Phụng, ...) và đến Bộ môn để đăng ký bằng tay vào danh sách (không được đăng ký giùm).",
Điều kiện để làm đồ án Nguyên lý – Chi tiết máy? Làm sao để đăng ký môn Đồ án Nguyên lý – Chi tiết máy?,Đồ án Nguyên lý – Chi tiết máy được phân là môn học cứng theo lớp và theo học kỳ. Với SV không đạt môn này trong các học kỳ trước sẽ đăng ký bằng tay vào danh sách tại Bộ môn Cơ sở Thiết kế máy (không được đăng ký giùm.,
Điều kiện để đăng ký làm đồ án tốt nghiệp?,"Tùy theo từng ngành, từng khóa mà có yêu cầu khác nhau",
Sinh viên có thể chọn hướng chuyên ngành không?,"Mỗi ngành học thường có 2 hoặc nhiều hướng chuyên ngành. Đến giai đoạn chọn hướng chuyên ngành, Bộ môn có trách nhiệm tư vấn cho SV về các hướng chuyên ngành. SV được quyền đăng ký chọn hướng chuyên ngành theo nguyện vọng. Căn cứ vào tình hình thực tế, Bộ môn và Khoa quyết định mở các hướng chuyên ngành. Trong một số trường hợp đặc biệt, để duy trì đủ số lượng SV cho một hướng chuyên ngành và đồng thời cũng để đáp ứng nhu cầu của xã hội, Bộ môn và Khoa quyết định điều chuyển một số SV từ hướng ngành này sang hướng khác theo một số tiêu chí nhất định",
Các môn kết thúc sớm có tổ chức thi sớm không?,"Với các môn kết thúc sớm, Giảng viên giảng dạy nêu yêu cầu và Bộ môn quyết định về thời gian thi (có hay không thi sớm), sau đó báo cho văn phòng khoa để được xếp lịch thi (nếu không thi sớm Khoa sẽ xếp lịch thi vào cuối học kỳ). Lịch thi theo nhóm sẽ được đăng tải trên website của khoa",
Làm sao để phúc khảo bài thi cuối kì?,"Sinh viên lên văn phòng Khoa CKM, nhập dữ liệu cần thiết và nộp lệ phí vào máy tự động (đặt trước văn phòng Khoa). Sinh viên nộp giấy đăng ký mà máy đã in ra cho văn phòng Khoa và chờ nhận kết quả chấm phúc khảo tại văn phòng Khoa 1 tuần sau khi hết thời gian nộp giấy phúc khảo",
Ngành Công nghệ môi trường và Công nghệ kỹ thuật môi trường khác nhau hay giống nhau về hình thức đào tạo và về chuyên môn?,"Mã ngành đào tạo của Bộ GD&TĐ quy định tên gọi là Công nghệ kỹ thuật Môi trường (52510406), tuy nhiên có một số cách gọi ngắn gọn là Công nghệ môi trường. Vì vậy hình thức đào tạo của hai tên gọi này là một",
Sinh viên ngành công nghệ môi trường khác như thế nào so với sinh viên ngành khoa học môi trường?,"Khoa học môi trường là ngành khoa học nghiên cứu mối quan hệ và tương tác qua lại giữa con người và môi trường xung quanh nhằm mục đích bảo vệ môi trường sống của con người trên trái đất. Còn công nghệ kỹ thuật môi trường đào tạo những kỹ sư có khả năng thiết kế và vận hành, sử dụng, bảo trì các thiết bị, dụng cụ đo kiểm soát môi trường, các hệ thống thiết bị công nghệ xử lý môi trường; thống kê, quản lý, xây dựng, thẩm định các dự án về môi trường",
Sao ngành công nghệ môi trường không phân chuyên ngành cụ thể như bên quản lý/bên kỹ thuật để học chuyên sâu hơn ?,"Hiện nay CTĐT của ngành Môi trường là Công nghệ Kỹ thuật môi trường, và Sinh viên sau khi tốt nghiệp sẽ trở thành những Kỹ sư CNKTMT, tuy nhiên có một vài bạn mong muốn làm việc trong các lĩnh vực về quản lý môi trường vì vậy Bộ môn cho phép các SV này là đề tài theo hướng quản lý nhằm đáp ứng yêu cầu công việc trong tương lai. Trong vài năm tới, Khoa sẽ mở thêm ngành đào tạo về Quản lý Tài nguyên và môi trường để đáp ứng nhu cầu của xã hội cũng như nguyện vọng của Sinh viên",
Khi em học ra trường tốt nghiệp ngành môi trường thì có thể vào Sở Tài nguyên và Môi trường được không? Và có thể đảm nhận những công việc gì?,"Có. Tùy vào cơ cấu tổ chức của mỗi địa phương sẽ có các phòng ban chức năng như sau: Quản lý tài nguyên đất, quản lý tài nguyên nước, quản lý tài nguyên khoáng sản, quản lý chất lượng môi trường, quản lý vệ sinh đô thị…. Đối với mỗi phòng chức năng sẽ có những công việc tương ứng phù hợp với chuyên ngành Môi trường",
Ngành Công nghệ thực phẩm có gì khác với ngành Nữ công gia chánh?,"Khác với lĩnh vực nữ công gia chánh, ngành công nghệ thực phẩm sẽ cung cấp cho các bạn các kiến thức về các lĩnh vực như: khoa học thực phẩm, vi sinh thực phẩm, kỹ thuật thực phẩm, công nghệ chế biến các sản phẩm thực phẩm trên quy mô công nghiệp, quản lý chất lượng thực phẩm, quản lý vệ sinh an toàn thực phẩm, nghiên cứu phát triển các sản phẩn thực phẩm mới",
Sinh viên sau khi tốt nghiệp ngành công nghệ thực phẩm có thể làm việc ở những lĩnh vực nào?,"Sinh viên sau khi tốt nghiệp ngành công nghệ thực phẩm có thể đảm nhận những vị trí sau: (i) Các công ty sản xuất thực phẩm với vai trò là các cán bộ quản lý chất lượng (QA/QC/KCS), các nhân viên nghiên cứu và phát triển sản phẩm mới, các nhân viên giám sát sản xuất, các cán bộ quản lý phân xưởng (quản đốc, phó quản đốc)…(ii) Các trường Đại học, các viện nghiên cứu thực phẩm, các trung tâm Y tế dự phòng, các trung tâm phân tích thực phẩm…(iii)",
Học ngành công nghệ môi trường sinh viên sẽ được học những môn/kỹ năng gì?,"Khả năng điều hành và làm việc nhóm. Khả năng giao tiếp bằng văn bản, phương tiện điện tử, thuyết trình, đàm phán.Khả năng giao tiếp bằng ngoại ngữ",
Trong quá trình học sinh viên có được đi tham quan thực tế không?,"Sinh viên được đi tham quan thực tế ít nhất 1 lần/học kỳ tìm hiểu về hoạt động môi trường làm việc, các bộ phận của các công ty công nghệ",
Có một số môn tự chọn thì nên là môn chính vì nó khá cần thiết như môn quan trắc môi trường ?,"Trong chương trình học gói gọn trong 4 năm với 150 tín chỉ nên việc cung cấp cho sinh viên đáp ứng những nội dung trọng tâm và cơ sở cho ngành công nghệ môi trường. Những môn học tự chọn góp gần giúp cho sinh viên chủ động lựa chọn hướng đi phù hợp cho lĩnh vực chuyên sâu của mình trong tương lai. Do đó, không phải môn quan trắc môi trường quan trọng còn những môn khác không quan trọng mà do mỗi sinh viên sẽ định hướng cho mình để có thể chọn lựa môn học phù hợp cho mình.",
Ngành CNTP có chia chuyên ngành để học hay không?,"CNTP không chia chuyên ngành mà sẽ học toàn bộ các môn liên quan đến ngành CNTP, đến khi làm đồ án tốt nghiệp sinh viên sẽ chọn chuyên ngành và giáo viên hướng dẫn để làm đề tài",
